id,date_publication,titre,entreprise,ville,type_contrat,secteur,niveau_requis,competences,salaire,teletravail,experience_requise_ans,mois,trimestre,categorie,est_stage
136,2023-09-17,Stagiaire ML,Younited,Paris,Freelance,DeepTech,Bac+5,"Spark, TensorFlow, GCP, Kubernetes",491.0,Non,0,2023-09,2023Q3,Stage,False
137,2024-05-17,Stagiaire Data Science,Owkin,Paris,Stage,DeepTech,Bac+5,"Azure, Power BI, Tableau, Scikit-learn, Machine Learning",668.0,Hybride,5,2024-05,2024Q2,Stage,True
138,2023-09-20,AI Researcher,Owkin,Bordeaux,CDI,SaaS,Bac+5,"Scikit-learn, NLP, Kubernetes, RAG, Python",73206.0,Hybride,5,2023-09,2023Q3,Recherche IA,False
139,2024-06-13,Stagiaire ML,Ekimetrics,Paris,Stage,SaaS,Bac+5,"Machine Learning, LLM, Tableau, Pandas, Power BI",1126.0,Non,1,2024-06,2024Q2,Stage,True
140,2024-02-02,AI Researcher,Dataiku,Paris,CDI,FinTech,Bac+5,"LLM, RAG, TensorFlow, NLP, Kubernetes",81430.0,Oui,5,2024-02,2024Q1,Recherche IA,False
141,2024-05-01,Computer Vision Engineer,Swile,Paris,Stage,FinTech,Bac+3,"Deep Learning, PyTorch, Scikit-learn",682.0,Non,0,2024-05,2024Q2,Data Engineering,True
142,2023-08-02,Stagiaire ML,Owkin,Paris,CDI,MarTech,Bac+5,"Azure, Docker, PyTorch, Airflow",50690.0,Non,0,2023-08,2023Q3,Stage,False
143,2024-01-14,Business Intelligence Analyst,Younited,Paris,Freelance,DeepTech,Bac+5,"SQL, Tableau, Azure, Docker",606.0,Hybride,0,2024-01,2024Q1,Data Analysis,False
144,2024-01-12,Stagiaire ML,Owkin,Lyon,CDI,RetailTech,Bac+8 (PhD),"Python, Pandas, NLP",69495.0,Hybride,0,2024-01,2024Q1,Stage,False
145,2024-05-01,MLOps Engineer,Shift Technology,Grenoble,CDI,SaaS,Bac+4,"Python, API REST, GCP, Kubernetes, Deep Learning, Power BI",54685.0,Oui,0,2024-05,2024Q2,ML Engineering,False
146,2024-02-25,NLP Engineer,Doctolib,Rennes,CDI,EdTech,Bac+4,"Git, Deep Learning, Kubernetes",54705.0,Oui,2,2024-02,2024Q1,Data Engineering,False
147,2024-03-27,ML Engineer,Mirakl,Paris,Stage,RetailTech,Bac+4,"Machine Learning, Computer Vision, RAG, Python",646.0,Non,1,2024-03,2024Q1,ML Engineering,True
148,2023-11-06,Stagiaire ML,Mirakl,Paris,CDI,SaaS,Bac+5,"Azure, Git, TensorFlow, Power BI",40553.0,Oui,0,2023-11,2023Q4,Stage,False
149,2024-04-09,Data Analyst,Alan,Paris,CDI,MarTech,Bac+5,"API REST, Deep Learning, RAG, Git",70872.0,Non,1,2024-04,2024Q2,Data Analysis,False
150,2023-07-06,ML Engineer,Back Market,Paris,Stage,EdTech,Bac+3,"Airflow, Azure, Machine Learning, Spark",715.0,Hybride,0,2023-07,2023Q3,ML Engineering,True
151,2024-06-13,Stagiaire Data Analyst,Withings,Paris,CDI,FinTech,Bac+3,"Pandas, Computer Vision, Hugging Face, Git, Tableau",42080.0,Oui,2,2024-06,2024Q2,Data Analysis,False
152,2023-08-28,NLP Engineer,Mirakl,Paris,CDI,HealthTech,Bac+5,"Spark, NLP, Azure",43253.0,Hybride,0,2023-08,2023Q3,Data Engineering,False
153,2024-06-14,Business Intelligence Analyst,Back Market,Lyon,CDI,RetailTech,Bac+5,"TensorFlow, Tableau, RAG, Power BI, dbt",36572.0,Non,0,2024-06,2024Q2,Data Analysis,False
154,2024-03-31,Data Scientist,Payfit,Paris,Stage,EdTech,Bac+8 (PhD),"Machine Learning, Python, Airflow, Pandas, SQL, Azure, Tableau",1124.0,Hybride,5,2024-03,2024Q1,Data Science,True
155,2023-11-14,MLOps Engineer,Back Market,Paris,CDI,RetailTech,Bac+5,"Power BI, GCP, Tableau, Machine Learning, Azure, LLM",67248.0,Non,0,2023-11,2023Q4,ML Engineering,False
156,2024-05-24,AI Researcher,Back Market,Paris,CDI,MarTech,Bac+5,"Computer Vision, Pandas, TensorFlow",67967.0,Non,3,2024-05,2024Q2,Recherche IA,False
157,2023-12-22,Stagiaire Data Analyst,Younited,Paris,Stage,FinTech,Bac+5,"Docker, GCP, Power BI",878.0,Oui,0,2023-12,2023Q4,Data Analysis,True
158,2023-08-27,NLP Engineer,Withings,Paris,CDI,RetailTech,Bac+5,"Scikit-learn, Hugging Face, SQL",63534.0,Oui,0,2023-08,2023Q3,Data Engineering,False
159,2023-11-28,Stagiaire ML,Doctolib,Paris,CDI,E-commerce,Bac+5,"GCP, Python, PyTorch, NLP",39287.0,Hybride,5,2023-11,2023Q4,Stage,False
160,2024-02-08,AI Researcher,Kayrros,Paris,CDI,HealthTech,Bac+5,"dbt, TensorFlow, Git, API REST",64424.0,Oui,1,2024-02,2024Q1,Recherche IA,False
161,2023-09-19,NLP Engineer,Owkin,Paris,CDI,SaaS,Bac+4,"Computer Vision, Machine Learning, Airflow, GCP, RAG",43458.0,Non,3,2023-09,2023Q3,Data Engineering,False
162,2024-02-18,Business Intelligence Analyst,Doctolib,Grenoble,CDI,RetailTech,Bac+5,"NLP, RAG, PyTorch",58744.0,Non,0,2024-02,2024Q1,Data Analysis,False
163,2023-07-02,Stagiaire Data Science,Mistral AI,Paris,Stage,FinTech,Bac+5,"Spark, Git, Computer Vision",652.0,Oui,0,2023-07,2023Q3,Stage,True
164,2023-11-12,Data Scientist,Contentsquare,Bordeaux,Stage,LegalTech,Bac+4,"dbt, Tableau, TensorFlow, PyTorch, SQL, LLM",859.0,Non,0,2023-11,2023Q4,Data Science,True
165,2024-03-13,NLP Engineer,Payfit,Paris,CDI,FinTech,Bac+5,"Airflow, Machine Learning, RAG, dbt, Deep Learning",60837.0,Oui,0,2024-03,2024Q1,Data Engineering,False
166,2023-09-30,MLOps Engineer,Withings,Rennes,CDI,EdTech,Bac+4,"Tableau, Machine Learning, Scikit-learn",59231.0,Non,0,2023-09,2023Q3,ML Engineering,False
167,2024-03-16,MLOps Engineer,Mirakl,Paris,CDI,LegalTech,Bac+4,"Python, dbt, Pandas, Docker, RAG, AWS",44838.0,Non,1,2024-03,2024Q1,ML Engineering,False
168,2023-08-24,Stagiaire Data Science,Contentsquare,Paris,CDI,FinTech,Bac+5,"API REST, Pandas, LLM, Spark, TensorFlow, Python",41935.0,Oui,3,2023-08,2023Q3,Stage,False
169,2024-05-16,Business Intelligence Analyst,Alan,Paris,CDI,EdTech,Bac+8 (PhD),"Kubernetes, Python, API REST",51416.0,Oui,0,2024-05,2024Q2,Data Analysis,False
170,2023-11-30,MLOps Engineer,Kayrros,Paris,CDI,HealthTech,Bac+5,"Power BI, NLP, SQL, TensorFlow",73779.0,Oui,0,2023-11,2023Q4,ML Engineering,False
171,2024-05-23,MLOps Engineer,Payfit,Paris,Stage,RetailTech,Bac+5,"GCP, dbt, Scikit-learn, Machine Learning, RAG, Deep Learning",703.0,Hybride,2,2024-05,2024Q2,ML Engineering,True
172,2024-03-16,Data Analyst,Kayrros,Paris,Freelance,MarTech,Bac+4,"RAG, SQL, Power BI, AWS, TensorFlow, Spark, Docker",629.0,Non,5,2024-03,2024Q1,Data Analysis,False
173,2024-05-07,Stagiaire ML,Ekimetrics,Paris,Stage,RetailTech,Bac+5,"Kubernetes, Scikit-learn, Airflow, Spark, Machine Learning",794.0,Hybride,0,2024-05,2024Q2,Stage,True
174,2023-10-10,ML Engineer,Contentsquare,Paris,CDI,HealthTech,Bac+5,"PyTorch, Scikit-learn, Kubernetes",39593.0,Hybride,1,2023-10,2023Q4,ML Engineering,False
175,2023-09-17,Data Engineer,Withings,Paris,CDI,FinTech,Bac+5,"Docker, Scikit-learn, Airflow, Deep Learning, Machine Learning, PyTorch",41175.0,Oui,1,2023-09,2023Q3,Data Engineering,False
176,2024-01-08,ML Engineer,Alan,Paris,CDI,E-commerce,Bac+4,"GCP, Spark, dbt",48464.0,Oui,5,2024-01,2024Q1,ML Engineering,False
177,2023-09-21,AI Researcher,Back Market,Rennes,CDI,LegalTech,Bac+5,"PyTorch, Python, Tableau, Scikit-learn, LLM",66282.0,Oui,2,2023-09,2023Q3,Recherche IA,False
178,2024-04-02,Data Analyst,Younited,Lyon,CDI,RetailTech,Bac+5,"Deep Learning, Python, SQL, API REST",65409.0,Oui,2,2024-04,2024Q2,Data Analysis,False
179,2024-03-28,Business Intelligence Analyst,Mistral AI,Paris,CDI,HealthTech,Bac+8 (PhD),"RAG, Airflow, Machine Learning",48955.0,Oui,5,2024-03,2024Q1,Data Analysis,False
180,2023-07-01,Computer Vision Engineer,Swile,Marseille,CDD,FinTech,Bac+5,"Machine Learning, Kubernetes, Deep Learning, SQL",39972.0,Oui,3,2023-07,2023Q3,Data Engineering,False
181,2024-05-02,NLP Engineer,Doctolib,Paris,Freelance,LegalTech,Bac+5,"NLP, Python, Tableau, AWS, Power BI, PyTorch",427.0,Oui,1,2024-05,2024Q2,Data Engineering,False
182,2023-12-13,AI Researcher,Withings,Nantes,Stage,SaaS,Bac+5,"TensorFlow, SQL, Hugging Face, GCP, AWS, Spark",684.0,Non,3,2023-12,2023Q4,Recherche IA,True
183,2024-03-07,Computer Vision Engineer,Shift Technology,Paris,CDI,DeepTech,Bac+5,"Machine Learning, Airflow, Tableau",41571.0,Oui,5,2024-03,2024Q1,Data Engineering,False
184,2023-07-10,MLOps Engineer,Doctolib,Paris,Stage,SaaS,Bac+5,"Azure, LLM, Python, Tableau",815.0,Hybride,2,2023-07,2023Q3,ML Engineering,True
185,2023-08-27,Business Intelligence Analyst,Mirakl,Toulouse,CDI,LegalTech,Bac+5,"Computer Vision, Kubernetes, Tableau, Airflow, PyTorch, Python, Git",52565.0,Oui,1,2023-08,2023Q3,Data Analysis,False
186,2024-01-02,Data Scientist,Younited,Paris,CDI,LegalTech,Bac+5,"Computer Vision, dbt, RAG, Spark, PyTorch, Deep Learning",64904.0,Non,3,2024-01,2024Q1,Data Science,False
187,2023-12-05,Stagiaire ML,Alan,Grenoble,CDI,MarTech,Bac+5,"API REST, Spark, RAG",50356.0,Oui,0,2023-12,2023Q4,Stage,False
188,2023-10-31,Data Engineer,ManoMano,Lyon,Freelance,RetailTech,Bac+8 (PhD),"Kubernetes, Git, GCP, dbt, RAG, Python, AWS",447.0,Hybride,0,2023-10,2023Q4,Data Engineering,False
189,2023-07-30,Computer Vision Engineer,Mirakl,Paris,Stage,LegalTech,Bac+5,"Docker, PyTorch, NLP, SQL, Machine Learning, AWS, Spark",684.0,Oui,3,2023-07,2023Q3,Data Engineering,True
190,2023-11-01,Computer Vision Engineer,Shift Technology,Paris,Stage,MarTech,Bac+5,"Kubernetes, Hugging Face, Pandas",1136.0,Hybride,0,2023-11,2023Q4,Data Engineering,True
191,2024-04-16,Business Intelligence Analyst,Shift Technology,Paris,CDI,HealthTech,Bac+5,"Python, TensorFlow, RAG",44940.0,Hybride,1,2024-04,2024Q2,Data Analysis,False
192,2023-08-10,Data Analyst,BlaBlaCar,Paris,CDI,EdTech,Bac+5,"GCP, AWS, Tableau, RAG, Deep Learning",65498.0,Non,0,2023-08,2023Q3,Data Analysis,False
193,2023-08-13,ML Engineer,Mirakl,Toulouse,CDI,MarTech,Bac+5,"Azure, NLP, API REST, Kubernetes, PyTorch, LLM",39425.0,Oui,5,2023-08,2023Q3,ML Engineering,False
194,2024-03-05,Stagiaire Data Science,Withings,Paris,CDI,RetailTech,Bac+4,"Tableau, Docker, Git, GCP",66892.0,Oui,5,2024-03,2024Q1,Stage,False
195,2023-08-05,Data Scientist,ManoMano,Bordeaux,CDI,HealthTech,Bac+5,"Tableau, RAG, SQL, PyTorch, Hugging Face, Kubernetes, Spark",63801.0,Non,0,2023-08,2023Q3,Data Science,False
196,2024-03-29,Business Intelligence Analyst,PhotoRoom,Paris,Stage,HealthTech,Bac+5,"Spark, dbt, Kubernetes",751.0,Hybride,5,2024-03,2024Q1,Data Analysis,True
197,2023-09-03,Stagiaire Data Analyst,Owkin,Grenoble,CDI,MarTech,Bac+5,"Scikit-learn, Python, Airflow, Pandas, Spark",58336.0,Non,0,2023-09,2023Q3,Data Analysis,False
198,2023-09-04,Stagiaire ML,Contentsquare,Lille,CDI,RetailTech,Bac+5,"SQL, Tableau, Scikit-learn",41134.0,Non,2,2023-09,2023Q3,Stage,False
199,2024-06-02,NLP Engineer,Younited,Paris,CDI,RetailTech,Bac+5,"LLM, Tableau, Deep Learning, NLP, RAG",35724.0,Non,0,2024-06,2024Q2,Data Engineering,False
200,2024-02-29,Data Scientist,BlaBlaCar,Paris,Freelance,RetailTech,Bac+8 (PhD),"Python, Kubernetes, Airflow, Deep Learning, Machine Learning",679.0,Non,0,2024-02,2024Q1,Data Science,False
201,2024-04-07,Stagiaire ML,Mirakl,Paris,Stage,SaaS,Bac+5,"LLM, Machine Learning, Kubernetes",946.0,Hybride,0,2024-04,2024Q2,Stage,True
202,2023-09-23,NLP Engineer,Hugging Face,Bordeaux,CDI,MarTech,Bac+8 (PhD),"Hugging Face, Power BI, PyTorch, SQL",72375.0,Oui,0,2023-09,2023Q3,Data Engineering,False
203,2023-11-13,NLP Engineer,Hugging Face,Paris,CDI,FinTech,Bac+5,"Git, API REST, LLM, Airflow, Docker, Azure, Spark",74394.0,Non,3,2023-11,2023Q4,Data Engineering,False
204,2024-03-27,MLOps Engineer,Withings,Grenoble,CDI,SaaS,Bac+5,"TensorFlow, SQL, dbt, Python, Power BI, Machine Learning",69796.0,Oui,0,2024-03,2024Q1,ML Engineering,False
205,2024-05-06,Data Scientist,Qonto,Paris,Stage,HealthTech,Bac+5,"PyTorch, Azure, Docker, Machine Learning",633.0,Non,2,2024-05,2024Q2,Data Science,True
206,2024-02-02,Computer Vision Engineer,PhotoRoom,Paris,Stage,MarTech,Bac+5,"AWS, Airflow, Machine Learning, Azure, LLM, Tableau",800.0,Non,1,2024-02,2024Q1,Data Engineering,True
207,2023-10-17,ML Engineer,Kayrros,Grenoble,CDI,FinTech,Bac+5,"SQL, Airflow, Scikit-learn, GCP, Git, Spark",48854.0,Oui,5,2023-10,2023Q4,ML Engineering,False
208,2024-04-02,Stagiaire Data Analyst,Back Market,Paris,Stage,DeepTech,Bac+5,"Machine Learning, AWS, dbt",735.0,Hybride,0,2024-04,2024Q2,Data Analysis,True
209,2024-06-18,MLOps Engineer,Back Market,Paris,CDI,SaaS,Bac+5,"Tableau, Computer Vision, Power BI",54935.0,Hybride,0,2024-06,2024Q2,ML Engineering,False
210,2023-10-11,Computer Vision Engineer,ManoMano,Paris,Freelance,E-commerce,Bac+5,"Machine Learning, Tableau, GCP, SQL, Computer Vision",632.0,Hybride,5,2023-10,2023Q4,Data Engineering,False
211,2024-06-30,Stagiaire Data Science,PhotoRoom,Lyon,CDI,LegalTech,Bac+8 (PhD),"Deep Learning, API REST, Scikit-learn, PyTorch",42121.0,Oui,0,2024-06,2024Q2,Stage,False
212,2023-12-07,Data Scientist,Mirakl,Paris,CDI,EdTech,Bac+8 (PhD),"Machine Learning, AWS, Power BI, Pandas, Azure, TensorFlow",38414.0,Non,5,2023-12,2023Q4,Data Science,False
213,2024-01-21,Data Analyst,Kayrros,Paris,CDI,E-commerce,Bac+5,"Tableau, LLM, Kubernetes",37683.0,Non,0,2024-01,2024Q1,Data Analysis,False
214,2024-06-08,Stagiaire ML,ManoMano,Grenoble,CDI,HealthTech,Bac+4,"RAG, Computer Vision, Power BI, Deep Learning, GCP, TensorFlow, Hugging Face",43206.0,Oui,3,2024-06,2024Q2,Stage,False
215,2024-05-28,Data Analyst,Qonto,Paris,CDI,SaaS,Bac+3,"LLM, dbt, Power BI, Airflow, Tableau",57594.0,Oui,0,2024-05,2024Q2,Data Analysis,False
216,2024-01-08,AI Researcher,Alan,Paris,Stage,MarTech,Bac+5,"TensorFlow, Hugging Face, Git, AWS, Tableau, SQL",915.0,Hybride,0,2024-01,2024Q1,Recherche IA,True
217,2024-02-10,Data Scientist,Kayrros,Paris,CDI,SaaS,Bac+4,"Airflow, dbt, Python, Kubernetes, Docker, Azure",41210.0,Hybride,5,2024-02,2024Q1,Data Science,False
218,2024-03-21,Data Analyst,BlaBlaCar,Lille,CDD,EdTech,Bac+4,"TensorFlow, Docker, Git, Scikit-learn",49932.0,Hybride,2,2024-03,2024Q1,Data Analysis,False
219,2024-02-17,Stagiaire Data Science,Qonto,Paris,Stage,E-commerce,Bac+4,"Pandas, Scikit-learn, Power BI",615.0,Non,0,2024-02,2024Q1,Stage,True
220,2023-08-31,MLOps Engineer,Alan,Lyon,Stage,RetailTech,Bac+4,"Machine Learning, Docker, GCP, Computer Vision",616.0,Hybride,3,2023-08,2023Q3,ML Engineering,True
221,2023-11-04,Data Scientist,Dataiku,Lyon,CDI,MarTech,Bac+4,"Pandas, SQL, Spark, Scikit-learn",35788.0,Hybride,0,2023-11,2023Q4,Data Science,False
222,2023-10-24,AI Researcher,Mistral AI,Paris,Stage,LegalTech,Bac+4,"Scikit-learn, Computer Vision, Tableau, Azure, Deep Learning",992.0,Non,2,2023-10,2023Q4,Recherche IA,True
223,2023-08-02,Stagiaire Data Science,PhotoRoom,Paris,CDI,EdTech,Bac+5,"PyTorch, NLP, RAG, LLM, dbt, Azure",63891.0,Hybride,5,2023-08,2023Q3,Stage,False
224,2023-12-21,Data Analyst,Ekimetrics,Paris,CDD,LegalTech,Bac+4,"Python, Tableau, SQL, PyTorch, RAG",61723.0,Hybride,0,2023-12,2023Q4,Data Analysis,False
225,2023-07-11,Stagiaire Data Analyst,Mistral AI,Grenoble,CDI,FinTech,Bac+3,"Airflow, Azure, Power BI, Computer Vision",35520.0,Non,0,2023-07,2023Q3,Data Analysis,False
226,2024-04-27,Stagiaire Data Analyst,Mirakl,Paris,CDI,EdTech,Bac+5,"Hugging Face, Python, Spark, Airflow",42257.0,Hybride,5,2024-04,2024Q2,Data Analysis,False
227,2024-04-09,Stagiaire Data Analyst,Ekimetrics,Grenoble,CDI,SaaS,Bac+5,"Power BI, Tableau, dbt, Scikit-learn, Airflow",67698.0,Non,5,2024-04,2024Q2,Data Analysis,False
228,2023-10-26,MLOps Engineer,Mirakl,Paris,CDI,EdTech,Bac+4,"Tableau, RAG, Deep Learning, Python, Computer Vision, dbt, LLM",58612.0,Non,5,2023-10,2023Q4,ML Engineering,False
229,2024-04-27,Data Analyst,Kayrros,Paris,Stage,EdTech,Bac+5,"Machine Learning, Kubernetes, Airflow, Azure, Git, GCP",931.0,Oui,0,2024-04,2024Q2,Data Analysis,True
230,2023-10-21,MLOps Engineer,BlaBlaCar,Lille,CDI,RetailTech,Bac+4,"SQL, Hugging Face, Tableau, AWS",65544.0,Hybride,0,2023-10,2023Q4,ML Engineering,False
231,2023-07-04,Stagiaire Data Analyst,ManoMano,Paris,CDD,LegalTech,Bac+5,"Docker, Airflow, Power BI, Tableau, AWS, SQL",70782.0,Non,5,2023-07,2023Q3,Data Analysis,False
232,2023-08-06,Stagiaire ML,Doctolib,Paris,CDI,E-commerce,Bac+5,"AWS, LLM, Azure, NLP",45747.0,Non,0,2023-08,2023Q3,Stage,False
233,2024-06-27,Stagiaire Data Analyst,PhotoRoom,Paris,Stage,MarTech,Bac+5,"PyTorch, Docker, Deep Learning, NLP, TensorFlow, Airflow, LLM",684.0,Hybride,0,2024-06,2024Q2,Data Analysis,True
234,2024-05-19,Data Engineer,Doctolib,Paris,Alternance,EdTech,Bac+4,"Spark, Git, Docker, Power BI, Kubernetes",1137.0,Hybride,1,2024-05,2024Q2,Data Engineering,False
235,2023-07-31,Computer Vision Engineer,ManoMano,Grenoble,CDI,HealthTech,Bac+5,"NLP, SQL, Azure",39710.0,Non,0,2023-07,2023Q3,Data Engineering,False
236,2023-10-26,MLOps Engineer,Withings,Paris,CDI,DeepTech,Bac+5,"AWS, Tableau, Computer Vision",61057.0,Oui,0,2023-10,2023Q4,ML Engineering,False
237,2023-08-04,ML Engineer,Shift Technology,Paris,CDI,MarTech,Bac+8 (PhD),"Kubernetes, Power BI, RAG, Scikit-learn",40475.0,Hybride,0,2023-08,2023Q3,ML Engineering,False
238,2023-07-17,Data Analyst,Mistral AI,Paris,CDD,SaaS,Bac+5,"Kubernetes, Azure, PyTorch, API REST, Git, SQL",59021.0,Non,0,2023-07,2023Q3,Data Analysis,False
239,2023-12-17,ML Engineer,Contentsquare,Grenoble,CDI,DeepTech,Bac+5,"API REST, PyTorch, NLP, Machine Learning, TensorFlow, Hugging Face, Power BI",51751.0,Non,2,2023-12,2023Q4,ML Engineering,False
240,2023-08-06,NLP Engineer,Doctolib,Paris,CDI,FinTech,Bac+5,"SQL, LLM, Pandas",41651.0,Non,3,2023-08,2023Q3,Data Engineering,False
241,2024-03-20,Data Engineer,Younited,Paris,CDI,LegalTech,Bac+5,"AWS, Python, Azure",44814.0,Hybride,1,2024-03,2024Q1,Data Engineering,False
242,2023-10-30,AI Researcher,Withings,Paris,CDI,RetailTech,Bac+4,"Deep Learning, Tableau, Computer Vision, RAG",80167.0,Oui,0,2023-10,2023Q4,Recherche IA,False
243,2023-11-20,AI Researcher,Contentsquare,Paris,Stage,RetailTech,Bac+8 (PhD),"Scikit-learn, Git, Computer Vision, Hugging Face, Kubernetes",998.0,Non,2,2023-11,2023Q4,Recherche IA,True
244,2024-06-07,Business Intelligence Analyst,Younited,Paris,Stage,RetailTech,Bac+4,"PyTorch, Tableau, Python, Spark",619.0,Oui,5,2024-06,2024Q2,Data Analysis,True
245,2024-03-05,Data Scientist,Kayrros,Paris,Stage,E-commerce,Bac+5,"Computer Vision, PyTorch, Deep Learning, dbt, Azure, SQL, Tableau",898.0,Hybride,0,2024-03,2024Q1,Data Science,True
246,2023-10-18,Stagiaire Data Science,Mistral AI,Bordeaux,CDI,FinTech,Bac+3,"AWS, Deep Learning, Azure",39264.0,Hybride,0,2023-10,2023Q4,Stage,False
247,2024-04-02,NLP Engineer,Ekimetrics,Paris,Stage,FinTech,Bac+5,"Tableau, Deep Learning, LLM, Airflow, NLP, TensorFlow",1013.0,Non,2,2024-04,2024Q2,Data Engineering,True
248,2023-09-06,Stagiaire Data Analyst,Mirakl,Toulouse,CDI,RetailTech,Bac+5,"AWS, Computer Vision, Airflow",66977.0,Non,0,2023-09,2023Q3,Data Analysis,False
249,2024-04-18,MLOps Engineer,Kayrros,Paris,CDI,E-commerce,Bac+3,"Deep Learning, Docker, API REST, GCP, NLP, Pandas, Hugging Face",49439.0,Oui,1,2024-04,2024Q2,ML Engineering,False
250,2024-04-21,Stagiaire ML,Qonto,Paris,Freelance,MarTech,Bac+5,"Docker, PyTorch, SQL, LLM, NLP, Pandas",780.0,Oui,0,2024-04,2024Q2,Stage,False
251,2024-02-28,Data Scientist,Qonto,Paris,CDI,RetailTech,Bac+5,"Deep Learning, RAG, AWS",69918.0,Oui,3,2024-02,2024Q1,Data Science,False
252,2023-11-02,Data Analyst,Swile,Lyon,Stage,EdTech,Bac+5,"Airflow, Azure, Spark",1015.0,Non,2,2023-11,2023Q4,Data Analysis,True
253,2024-02-28,Data Scientist,Doctolib,Paris,CDI,MarTech,Bac+8 (PhD),"PyTorch, SQL, Docker",43848.0,Non,5,2024-02,2024Q1,Data Science,False
254,2024-01-25,Data Analyst,Shift Technology,Paris,Freelance,RetailTech,Bac+8 (PhD),"API REST, SQL, Python",682.0,Non,1,2024-01,2024Q1,Data Analysis,False
255,2023-10-06,Computer Vision Engineer,Alan,Paris,CDI,DeepTech,Bac+3,"Airflow, Git, Machine Learning, dbt, Kubernetes, PyTorch, Deep Learning",71620.0,Non,1,2023-10,2023Q4,Data Engineering,False
256,2023-08-18,NLP Engineer,PhotoRoom,Paris,Stage,HealthTech,Bac+8 (PhD),"Power BI, Azure, PyTorch, Deep Learning, TensorFlow, SQL",1155.0,Non,3,2023-08,2023Q3,Data Engineering,True
257,2023-08-19,Computer Vision Engineer,Shift Technology,Paris,Freelance,SaaS,Bac+5,"AWS, Scikit-learn, PyTorch, Hugging Face, Tableau, dbt, Python",745.0,Non,0,2023-08,2023Q3,Data Engineering,False
258,2024-06-02,NLP Engineer,Payfit,Toulouse,CDI,LegalTech,Bac+5,"SQL, Machine Learning, Airflow, Azure, Kubernetes, Python",36480.0,Hybride,1,2024-06,2024Q2,Data Engineering,False
259,2024-02-06,MLOps Engineer,Doctolib,Paris,CDI,DeepTech,Bac+5,"GCP, API REST, Hugging Face, Deep Learning, Power BI, Spark, NLP",38078.0,Oui,3,2024-02,2024Q1,ML Engineering,False
260,2023-12-29,Stagiaire Data Science,Payfit,Bordeaux,CDI,SaaS,Bac+4,"Python, Azure, PyTorch",37614.0,Non,0,2023-12,2023Q4,Stage,False
261,2024-02-02,Data Analyst,Younited,Toulouse,CDI,E-commerce,Bac+5,"Kubernetes, Spark, API REST, Airflow, SQL, Computer Vision",47750.0,Hybride,2,2024-02,2024Q1,Data Analysis,False
262,2024-01-27,NLP Engineer,Swile,Paris,CDD,MarTech,Bac+3,"Machine Learning, Scikit-learn, RAG, NLP",44318.0,Oui,2,2024-01,2024Q1,Data Engineering,False
263,2024-02-25,Stagiaire ML,Dataiku,Paris,CDD,E-commerce,Bac+5,"Deep Learning, Tableau, Power BI",69988.0,Hybride,0,2024-02,2024Q1,Stage,False
264,2023-07-28,Data Analyst,BlaBlaCar,Toulouse,Freelance,MarTech,Bac+5,"Hugging Face, Azure, Docker, Computer Vision, LLM, Pandas, Scikit-learn",799.0,Oui,0,2023-07,2023Q3,Data Analysis,False
265,2024-06-09,Computer Vision Engineer,Doctolib,Paris,Stage,SaaS,Bac+5,"LLM, API REST, Hugging Face, NLP, GCP",888.0,Oui,0,2024-06,2024Q2,Data Engineering,True
266,2024-05-30,Stagiaire Data Analyst,Withings,Rennes,CDD,E-commerce,Bac+5,"Python, Kubernetes, dbt, Azure",65731.0,Hybride,1,2024-05,2024Q2,Data Analysis,False
267,2024-05-26,Stagiaire ML,Shift Technology,Bordeaux,CDI,DeepTech,Bac+4,"SQL, PyTorch, NLP",44551.0,Oui,1,2024-05,2024Q2,Stage,False
268,2023-08-20,Stagiaire Data Science,Ekimetrics,Paris,CDI,MarTech,Bac+4,"Pandas, Deep Learning, Tableau, Scikit-learn",46852.0,Oui,2,2023-08,2023Q3,Stage,False
269,2023-08-01,Data Scientist,Qonto,Paris,CDI,FinTech,Bac+5,"Deep Learning, Scikit-learn, Git, AWS, RAG, Computer Vision, TensorFlow",74509.0,Hybride,5,2023-08,2023Q3,Data Science,False
270,2024-01-23,Data Scientist,Shift Technology,Lyon,CDI,HealthTech,Bac+8 (PhD),"Power BI, RAG, NLP, Computer Vision, PyTorch, Git, Azure",43730.0,Non,5,2024-01,2024Q1,Data Science,False
271,2023-12-21,Stagiaire Data Science,Alan,Paris,Stage,MarTech,Bac+5,"Kubernetes, Computer Vision, Tableau, Power BI, Hugging Face, Spark, Airflow",851.0,Non,2,2023-12,2023Q4,Stage,True
272,2023-08-25,ML Engineer,Payfit,Paris,Freelance,EdTech,Bac+4,"Power BI, Hugging Face, GCP, Git",645.0,Hybride,3,2023-08,2023Q3,ML Engineering,False
273,2023-11-05,Business Intelligence Analyst,Shift Technology,Paris,Alternance,RetailTech,Bac+5,"Azure, Pandas, Git, GCP, Hugging Face, Docker, dbt",1754.0,Hybride,3,2023-11,2023Q4,Data Analysis,False
274,2023-10-07,Stagiaire ML,Qonto,Paris,Stage,DeepTech,Bac+4,"GCP, Deep Learning, API REST, dbt, LLM",738.0,Hybride,5,2023-10,2023Q4,Stage,True
275,2023-10-06,MLOps Engineer,Shift Technology,Paris,CDI,FinTech,Bac+5,"Power BI, Python, Computer Vision, Deep Learning, Tableau",66183.0,Hybride,0,2023-10,2023Q4,ML Engineering,False
